meal_id,meal_name,cuisine,meal_type,diet_type,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,is_healthy,image_url,calories_cat,protein_g_cat,carbs_g_cat,fat_g_cat,fiber_g_cat,sugar_g_cat,sodium_mg_cat,cholesterol_mg_cat
1102,For Pasta,Mediterranean,Snack,Balanced,152,47.6,30.3,42.9,27.8,46.2,2146,170,382,Fried,47,59,4.4,0,https://example.com/images/meal_1102.jpg,low,medium,low,high,high,high,high,medium
1103,Film Rice,Japanese,Snack,Balanced,540,37.1,139.0,2.7,6.6,5.4,1490,102,430,Baked,25,100,4.9,1,https://example.com/images/meal_1103.jpg,medium,medium,high,low,low,low,medium,low
1104,Set Salad,Japanese,Lunch,Balanced,851,79.6,122.9,0.8,17.0,4.2,812,294,265,Roasted,43,79,1.0,0,https://example.com/images/meal_1104.jpg,high,high,high,low,medium,low,low,high
1105,Road Sandwich,American,Dinner,Keto,556,58.0,18.1,30.8,26.4,19.5,2069,117,121,Roasted,40,82,4.5,0,https://example.com/images/meal_1105.jpg,medium,high,low,medium,high,medium,high,medium
1106,Notice Salad,Mediterranean,Lunch,Paleo,497,34.0,119.2,52.0,19.0,32.1,2323,242,407,Baked,40,43,1.2,0,https://example.com/images/meal_1106.jpg,medium,medium,high,high,medium,medium,high,high
1107,Find Stew,Mexican,Snack,Low-Carb,1016,79.1,27.9,20.3,1.7,32.9,751,197,319,Boiled,49,90,3.6,0,https://example.com/images/meal_1107.jpg,high,high,low,medium,low,high,low,medium
1108,Agreement Soup,Japanese,Breakfast,Keto,699,62.0,79.2,44.4,20.0,14.4,1857,46,143,Fried,36,112,3.1,0,https://example.com/images/meal_1108.jpg,medium,high,medium,high,medium,low,high,low
1109,Today Pasta,Thai,Snack,Low-Carb,180,36.1,128.9,51.2,3.6,45.1,1979,230,134,Baked,26,105,3.5,0,https://example.com/images/meal_1109.jpg,low,medium,high,high,low,high,high,high
1110,Give Sandwich,Mexican,Snack,Paleo,150,69.0,85.7,10.2,26.2,6.4,1710,257,244,Roasted,40,119,4.3,1,https://example.com/images/meal_1110.jpg,low,high,medium,low,high,low,high,high
1111,Reveal Wrap,Chinese,Breakfast,Vegan,213,49.3,101.2,1.6,5.7,33.5,941,265,343,Steamed,23,49,3.9,0,https://example.com/images/meal_1111.jpg,low,medium,high,low,low,high,medium,high
1112,Order Salad,Indian,Breakfast,Keto,887,37.2,121.6,59.2,14.3,18.1,1321,41,178,Steamed,49,9,1.1,0,https://example.com/images/meal_1112.jpg,high,medium,high,high,medium,medium,medium,low
1113,Size Rice,Chinese,Lunch,Paleo,204,27.5,68.1,7.6,13.7,26.9,2257,287,482,Steamed,36,50,1.1,0,https://example.com/images/meal_1113.jpg,low,low,medium,low,medium,medium,high,high
1114,Blue Pasta,Indian,Dinner,Low-Carb,1030,56.4,47.4,49.1,6.0,11.8,1209,52,469,Boiled,56,69,1.5,0,https://example.com/images/meal_1114.jpg,high,high,low,high,low,low,medium,low
1115,Anything Sandwich,Italian,Lunch,Vegan,570,39.9,22.3,39.6,16.6,40.0,1992,144,286,Baked,36,38,3.6,0,https://example.com/images/meal_1115.jpg,medium,medium,low,medium,medium,high,high,medium
1116,Relationship Soup,Indian,Snack,Balanced,992,68.3,114.7,16.5,28.1,14.4,1637,298,488,Fried,40,44,1.1,0,https://example.com/images/meal_1116.jpg,high,high,high,low,high,low,medium,high
1117,Report Sandwich,Chinese,Dinner,Low-Carb,116,32.6,139.0,1.8,15.0,0.8,2188,262,352,Baked,23,38,2.2,1,https://example.com/images/meal_1117.jpg,low,medium,high,low,medium,low,high,high
1118,Knowledge Sandwich,Thai,Breakfast,Vegan,713,31.4,121.4,41.8,10.0,15.3,1229,221,240,Fried,58,45,4.0,0,https://example.com/images/meal_1118.jpg,medium,medium,high,high,low,low,medium,high
1119,Cost Wrap,Mediterranean,Snack,Low-Carb,143,68.3,2.3,12.9,6.7,45.2,1449,109,233,Roasted,59,65,2.4,0,https://example.com/images/meal_1119.jpg,low,high,low,low,low,high,medium,medium
1120,Where Wrap,Indian,Lunch,Keto,255,72.9,108.5,54.6,14.2,22.6,979,37,414,Roasted,18,102,2.6,0,https://example.com/images/meal_1120.jpg,low,high,high,high,medium,medium,medium,low
1121,Say Sandwich,Indian,Dinner,Paleo,307,63.2,137.3,52.6,23.7,30.0,344,245,213,Roasted,52,72,4.9,0,https://example.com/images/meal_1121.jpg,low,high,high,high,high,medium,low,high
1122,Expect Sandwich,Thai,Lunch,Keto,554,76.9,6.6,48.3,13.0,43.3,455,62,222,Steamed,15,70,3.2,0,https://example.com/images/meal_1122.jpg,medium,high,low,high,medium,high,low,low
1123,Cover Rice,Thai,Lunch,Vegetarian,700,66.6,51.7,14.6,23.1,15.5,501,251,341,Grilled,28,107,4.0,0,https://example.com/images/meal_1123.jpg,medium,high,low,low,high,low,low,high
1124,Adult Salad,Japanese,Lunch,Paleo,184,20.8,136.7,23.4,29.1,22.1,232,169,270,Boiled,52,19,1.4,0,https://example.com/images/meal_1124.jpg,low,low,high,medium,high,medium,low,medium
1125,Return Sandwich,Thai,Snack,Keto,281,73.6,62.1,20.0,18.5,46.2,313,198,428,Boiled,43,90,4.8,0,https://example.com/images/meal_1125.jpg,low,high,medium,medium,medium,high,low,medium
1126,Often Sandwich,Thai,Dinner,Paleo,425,37.2,111.0,28.9,27.2,31.0,1076,58,445,Baked,20,60,1.8,0,https://example.com/images/meal_1126.jpg,low,medium,high,medium,high,medium,medium,low
1127,White Salad,Japanese,Snack,Vegan,214,64.1,26.3,30.6,24.1,16.4,1444,196,414,Roasted,39,13,4.4,0,https://example.com/images/meal_1127.jpg,low,high,low,medium,high,medium,medium,medium
1128,Tv Salad,Japanese,Snack,Vegetarian,317,58.6,28.8,56.9,28.0,36.7,1248,178,363,Baked,10,37,2.4,0,https://example.com/images/meal_1128.jpg,low,high,low,high,high,high,medium,medium
1129,Mr Sandwich,Thai,Snack,Paleo,208,32.8,147.4,24.0,3.9,34.3,1244,50,389,Grilled,34,56,4.1,0,https://example.com/images/meal_1129.jpg,low,medium,high,medium,low,high,medium,low
1130,My Soup,Chinese,Dinner,Low-Carb,174,16.7,9.7,21.3,21.2,12.8,657,96,417,Steamed,51,7,3.3,1,https://example.com/images/meal_1130.jpg,low,low,low,medium,high,low,low,low
1131,Believe Salad,Japanese,Lunch,Balanced,112,38.0,83.9,55.5,0.1,21.8,2117,294,239,Boiled,22,87,2.8,0,https://example.com/images/meal_1131.jpg,low,medium,medium,high,low,medium,high,high
1132,Floor Salad,American,Dinner,Keto,644,13.6,137.9,48.3,4.6,24.9,1801,5,219,Roasted,8,60,2.0,0,https://example.com/images/meal_1132.jpg,medium,low,high,high,low,medium,high,low
1133,Use Curry,Japanese,Dinner,Low-Carb,280,42.9,52.4,55.3,12.0,35.1,58,206,355,Raw,16,58,1.3,0,https://example.com/images/meal_1133.jpg,low,medium,medium,high,medium,high,low,high
1134,Affect Salad,Mediterranean,Breakfast,Low-Carb,1051,24.8,134.1,21.9,9.5,45.6,992,114,233,Roasted,9,80,2.2,0,https://example.com/images/meal_1134.jpg,high,low,high,medium,low,high,medium,medium
1135,Executive Sandwich,Mexican,Breakfast,Balanced,795,34.8,9.0,42.0,27.2,34.5,1746,242,155,Roasted,22,63,4.2,0,https://example.com/images/meal_1135.jpg,medium,medium,low,high,high,high,high,high
1136,Yeah Salad,Japanese,Dinner,Paleo,597,49.6,4.0,12.4,5.0,18.1,2328,35,152,Baked,12,104,1.1,1,https://example.com/images/meal_1136.jpg,medium,medium,low,low,low,medium,high,low
1137,Much Sandwich,Mediterranean,Breakfast,Paleo,728,33.0,53.6,13.1,13.8,23.1,109,51,417,Roasted,38,43,2.1,0,https://example.com/images/meal_1137.jpg,medium,medium,medium,low,medium,medium,low,low
1138,He Sandwich,American,Dinner,Balanced,521,61.1,108.2,59.3,4.1,30.1,1014,229,124,Fried,55,76,3.8,0,https://example.com/images/meal_1138.jpg,medium,high,high,high,low,medium,medium,high
1139,Reveal Wrap,Thai,Breakfast,Keto,567,39.9,78.8,33.1,3.6,42.4,576,169,368,Baked,36,109,1.1,0,https://example.com/images/meal_1139.jpg,medium,medium,medium,medium,low,high,low,medium
1140,Attack Curry,Mediterranean,Dinner,Vegetarian,1192,65.3,6.6,56.8,18.6,27.5,1863,167,487,Boiled,7,14,2.7,0,https://example.com/images/meal_1140.jpg,high,high,low,high,medium,medium,high,medium
1141,Phone Soup,Mexican,Breakfast,Low-Carb,816,27.7,72.2,54.6,28.2,10.9,1612,154,233,Baked,37,54,2.0,0,https://example.com/images/meal_1141.jpg,medium,low,medium,high,high,low,medium,medium
1142,Board Sandwich,American,Snack,Vegetarian,1041,73.2,38.3,56.4,1.7,25.0,759,121,218,Roasted,18,31,1.5,0,https://example.com/images/meal_1142.jpg,high,high,low,high,low,medium,low,medium
1143,People Pasta,Mexican,Snack,Keto,602,68.9,104.5,29.7,25.3,49.3,1451,132,239,Fried,12,15,3.2,0,https://example.com/images/meal_1143.jpg,medium,high,high,medium,high,high,medium,medium
1144,Event Soup,Thai,Snack,Keto,1128,52.1,117.7,53.7,23.4,19.5,1751,88,190,Baked,59,112,3.8,0,https://example.com/images/meal_1144.jpg,high,medium,high,high,high,medium,high,low
1145,Later Wrap,Indian,Snack,Vegan,247,57.1,95.5,24.0,6.8,32.3,2198,29,405,Fried,52,87,2.0,0,https://example.com/images/meal_1145.jpg,low,high,medium,medium,low,medium,high,low
1146,Quality Pasta,Italian,Dinner,Keto,913,53.7,72.4,59.6,23.0,14.2,901,139,482,Fried,42,32,2.5,0,https://example.com/images/meal_1146.jpg,high,medium,medium,high,high,low,medium,medium
1147,Environmental Soup,Indian,Breakfast,Paleo,641,38.8,102.6,12.2,20.4,23.2,803,150,191,Grilled,10,47,1.3,0,https://example.com/images/meal_1147.jpg,medium,medium,high,low,medium,medium,low,medium
1148,Believe Soup,American,Breakfast,Vegan,233,75.9,123.7,8.1,0.1,8.8,982,270,460,Roasted,40,106,3.5,1,https://example.com/images/meal_1148.jpg,low,high,high,low,low,low,medium,high
1149,Society Salad,Mexican,Breakfast,Balanced,603,52.1,56.9,38.8,23.2,4.4,484,285,291,Grilled,22,104,2.0,0,https://example.com/images/meal_1149.jpg,medium,medium,medium,medium,high,low,low,high
1150,General Rice,Italian,Lunch,Vegan,479,16.1,87.9,32.2,20.1,32.4,1404,84,121,Raw,60,22,1.6,0,https://example.com/images/meal_1150.jpg,medium,low,medium,medium,medium,medium,medium,low
1151,Director Pasta,Chinese,Dinner,Balanced,484,8.9,68.7,21.5,25.4,35.9,1571,299,297,Baked,20,37,2.5,0,https://example.com/images/meal_1151.jpg,medium,low,medium,medium,high,high,medium,high
1152,Six Rice,Italian,Lunch,Low-Carb,685,66.2,125.8,58.9,13.6,45.7,329,68,153,Boiled,42,34,4.5,0,https://example.com/images/meal_1152.jpg,medium,high,high,high,medium,high,low,low
1153,Admit Wrap,Chinese,Breakfast,Balanced,490,25.6,117.8,43.9,10.6,30.5,353,285,152,Baked,60,43,1.5,0,https://example.com/images/meal_1153.jpg,medium,low,high,high,medium,medium,low,high
1154,Real Pasta,Chinese,Lunch,Paleo,125,68.3,105.9,10.0,16.4,9.8,329,73,405,Roasted,13,71,1.8,1,https://example.com/images/meal_1154.jpg,low,high,high,low,medium,low,low,low
1155,Visit Pasta,Chinese,Snack,Vegan,696,12.1,125.1,36.7,3.6,28.1,489,185,231,Roasted,36,24,4.0,0,https://example.com/images/meal_1155.jpg,medium,low,high,medium,low,medium,low,medium
1156,Talk Curry,Thai,Lunch,Keto,1122,34.7,38.7,12.0,1.6,21.9,547,274,381,Steamed,59,57,2.8,0,https://example.com/images/meal_1156.jpg,high,medium,low,low,low,medium,low,high
1157,Police Rice,Mediterranean,Dinner,Vegan,473,12.9,132.7,53.7,17.2,2.0,1085,161,259,Roasted,29,19,2.7,0,https://example.com/images/meal_1157.jpg,medium,low,high,high,medium,low,medium,medium
1158,Recent Pasta,Thai,Dinner,Vegetarian,822,53.4,87.2,38.1,21.2,16.0,1712,51,464,Steamed,60,73,1.4,0,https://example.com/images/meal_1158.jpg,medium,medium,medium,medium,high,low,high,low
1159,Wind Stew,Thai,Snack,Paleo,1198,28.6,82.2,31.8,19.1,38.2,728,81,292,Raw,18,91,1.7,0,https://example.com/images/meal_1159.jpg,high,low,medium,medium,medium,high,low,low
1160,Commercial Wrap,Thai,Lunch,Paleo,867,6.3,24.8,49.3,19.5,36.1,65,277,434,Fried,8,18,4.7,0,https://example.com/images/meal_1160.jpg,high,low,low,high,medium,high,low,high
1161,Any Stew,Thai,Lunch,Keto,156,64.8,128.1,8.0,26.8,33.2,2168,2,409,Boiled,19,39,4.3,0,https://example.com/images/meal_1161.jpg,low,high,high,low,high,high,high,low
1162,Serious Pasta,Mexican,Lunch,Paleo,178,65.4,84.2,26.9,22.7,48.7,2146,177,101,Grilled,17,118,4.2,0,https://example.com/images/meal_1162.jpg,low,high,medium,medium,high,high,high,medium
1163,Help Stew,Indian,Breakfast,Vegan,648,29.3,108.6,23.5,8.2,3.0,2469,167,151,Boiled,25,118,2.1,1,https://example.com/images/meal_1163.jpg,medium,low,high,medium,low,low,high,medium
1164,Many Wrap,Mexican,Lunch,Balanced,471,36.8,23.3,9.2,9.0,20.1,623,59,316,Raw,32,73,1.1,0,https://example.com/images/meal_1164.jpg,low,medium,low,low,low,medium,low,low
1165,Control Soup,Mexican,Snack,Keto,381,79.6,25.6,35.1,27.7,9.4,883,132,344,Steamed,38,63,5.0,0,https://example.com/images/meal_1165.jpg,low,high,low,medium,high,low,medium,medium
1166,Mouth Stew,Mexican,Dinner,Vegan,410,61.0,69.6,17.1,29.0,37.9,288,287,489,Grilled,12,59,1.2,0,https://example.com/images/meal_1166.jpg,low,high,medium,low,high,high,low,high
1167,Wish Wrap,Thai,Breakfast,Vegan,682,64.4,105.7,36.9,2.8,21.7,1559,22,368,Roasted,23,20,1.1,0,https://example.com/images/meal_1167.jpg,medium,high,high,medium,low,medium,medium,low
1168,Sense Rice,American,Breakfast,Vegetarian,218,68.3,24.6,33.6,18.4,31.7,584,84,485,Roasted,24,7,4.2,0,https://example.com/images/meal_1168.jpg,low,high,low,medium,medium,medium,low,low
1169,Bed Rice,Mediterranean,Breakfast,Paleo,880,5.6,13.8,5.8,16.9,12.3,188,290,327,Steamed,32,38,1.8,0,https://example.com/images/meal_1169.jpg,high,low,low,low,medium,low,low,high
1170,Animal Pasta,Mexican,Dinner,Balanced,328,60.2,40.9,2.7,9.9,5.3,799,136,383,Raw,39,20,3.6,1,https://example.com/images/meal_1170.jpg,low,high,low,low,low,low,low,medium
1171,Rather Salad,Mexican,Dinner,Paleo,1034,27.0,135.5,0.9,26.9,48.9,898,20,136,Boiled,5,113,3.1,0,https://example.com/images/meal_1171.jpg,high,low,high,low,high,high,medium,low
1172,Detail Salad,Thai,Dinner,Balanced,359,78.4,85.9,56.7,22.2,22.4,1844,4,213,Baked,11,39,4.9,0,https://example.com/images/meal_1172.jpg,low,high,medium,high,high,medium,high,low
1173,You Rice,Mexican,Breakfast,Vegan,991,49.1,146.1,45.7,20.3,9.5,2021,129,492,Raw,51,20,3.1,0,https://example.com/images/meal_1173.jpg,high,medium,high,high,medium,low,high,medium
1174,Two Rice,American,Breakfast,Low-Carb,593,50.1,26.3,23.1,1.2,0.1,463,251,442,Raw,46,74,2.9,1,https://example.com/images/meal_1174.jpg,medium,medium,low,medium,low,low,low,high
1175,Series Salad,American,Dinner,Balanced,871,5.0,54.0,51.4,9.8,34.5,1394,78,485,Roasted,18,53,2.4,0,https://example.com/images/meal_1175.jpg,high,low,medium,high,low,high,medium,low
1176,Evidence Pasta,Japanese,Dinner,Low-Carb,189,79.8,33.1,23.2,13.1,10.0,2458,244,114,Raw,25,61,1.1,1,https://example.com/images/meal_1176.jpg,low,high,low,medium,medium,low,high,high
1177,Protect Rice,Mexican,Snack,Balanced,1003,71.5,119.7,57.4,19.9,37.0,1821,218,245,Baked,14,107,1.2,0,https://example.com/images/meal_1177.jpg,high,high,high,high,medium,high,high,high
1178,Major Curry,American,Snack,Paleo,421,76.2,47.8,56.0,13.6,16.9,1698,265,326,Grilled,47,11,2.1,0,https://example.com/images/meal_1178.jpg,low,high,low,high,medium,medium,high,high
1179,Attack Stew,Italian,Dinner,Keto,1064,15.6,58.6,5.9,14.3,36.2,95,55,428,Boiled,40,109,3.8,0,https://example.com/images/meal_1179.jpg,high,low,medium,low,medium,high,low,low
1180,Operation Wrap,Mexican,Dinner,Low-Carb,911,9.2,38.3,52.5,20.8,7.3,1615,296,275,Steamed,49,6,1.6,0,https://example.com/images/meal_1180.jpg,high,low,low,high,high,low,medium,high
1181,Hour Sandwich,Thai,Lunch,Vegan,968,5.1,114.3,34.9,4.7,31.9,938,184,184,Grilled,59,45,1.6,0,https://example.com/images/meal_1181.jpg,high,low,high,medium,low,medium,medium,medium
1182,Race Salad,Thai,Snack,Paleo,216,20.3,62.0,15.5,12.5,22.9,982,210,178,Baked,47,12,1.1,0,https://example.com/images/meal_1182.jpg,low,low,medium,low,medium,medium,medium,high
1183,Say Rice,Mexican,Dinner,Vegetarian,229,35.7,67.9,47.5,22.2,42.4,846,298,397,Baked,36,31,4.1,0,https://example.com/images/meal_1183.jpg,low,medium,medium,high,high,high,medium,high
1184,Last Wrap,Mediterranean,Snack,Low-Carb,645,36.8,39.6,26.6,18.0,31.5,2048,220,393,Boiled,12,46,3.8,0,https://example.com/images/meal_1184.jpg,medium,medium,low,medium,medium,medium,high,high
1185,Likely Curry,Japanese,Snack,Paleo,1012,49.4,84.9,45.9,1.4,29.3,711,67,139,Baked,19,51,3.4,0,https://example.com/images/meal_1185.jpg,high,medium,medium,high,low,medium,low,low
1186,Staff Sandwich,Indian,Snack,Low-Carb,188,7.1,121.1,15.7,2.9,31.9,1030,124,238,Steamed,21,18,1.8,0,https://example.com/images/meal_1186.jpg,low,low,high,low,low,medium,medium,medium
1187,Until Sandwich,American,Snack,Low-Carb,374,60.5,58.3,34.2,1.4,0.7,427,145,330,Boiled,37,13,4.0,0,https://example.com/images/meal_1187.jpg,low,high,medium,medium,low,low,low,medium
1188,Company Curry,Mediterranean,Lunch,Low-Carb,803,69.1,70.4,34.3,13.5,0.6,1451,157,446,Fried,29,28,1.5,0,https://example.com/images/meal_1188.jpg,medium,high,medium,medium,medium,low,medium,medium
1189,Once Wrap,American,Lunch,Vegetarian,434,51.8,7.2,50.8,14.4,10.6,1790,259,361,Fried,58,110,2.4,0,https://example.com/images/meal_1189.jpg,low,medium,low,high,medium,low,high,high
1190,Thousand Rice,Mexican,Lunch,Balanced,996,15.8,77.0,18.3,11.0,36.0,1812,233,481,Grilled,45,42,1.5,0,https://example.com/images/meal_1190.jpg,high,low,medium,low,medium,high,high,high
1191,Teacher Curry,Italian,Breakfast,Vegan,173,31.0,65.3,18.9,26.1,27.4,765,71,363,Baked,6,111,2.3,0,https://example.com/images/meal_1191.jpg,low,medium,medium,low,high,medium,low,low
1192,Control Soup,Thai,Snack,Balanced,382,51.8,0.7,43.5,2.3,42.8,1074,76,135,Raw,47,81,4.3,0,https://example.com/images/meal_1192.jpg,low,medium,low,high,low,high,medium,low
1193,Still Stew,Mexican,Dinner,Keto,642,39.3,15.8,50.8,24.7,4.2,609,195,230,Boiled,15,38,1.9,0,https://example.com/images/meal_1193.jpg,medium,medium,low,high,high,low,low,medium
1194,Pressure Salad,Thai,Breakfast,Vegetarian,478,79.8,134.2,38.1,5.5,31.8,2037,11,152,Grilled,50,97,2.8,0,https://example.com/images/meal_1194.jpg,medium,high,high,medium,low,medium,high,low
1195,Prove Stew,Indian,Snack,Balanced,1014,18.9,4.2,5.0,26.3,30.0,1750,242,445,Grilled,50,10,4.9,0,https://example.com/images/meal_1195.jpg,high,low,low,low,high,medium,high,high
1196,Need Pasta,Mediterranean,Breakfast,Balanced,1077,72.6,71.7,48.3,30.0,15.4,1034,238,299,Steamed,15,42,2.6,0,https://example.com/images/meal_1196.jpg,high,high,medium,high,high,low,medium,high
1197,Wife Pasta,Japanese,Dinner,Keto,988,74.0,124.3,38.2,16.6,29.1,1630,292,482,Grilled,46,18,2.9,0,https://example.com/images/meal_1197.jpg,high,high,high,medium,medium,medium,medium,high
1198,Evidence Pasta,Thai,Dinner,Vegan,924,57.6,77.0,56.6,12.1,4.8,1358,213,312,Baked,18,51,5.0,0,https://example.com/images/meal_1198.jpg,high,high,medium,high,medium,low,medium,high
1199,Food Curry,Mediterranean,Lunch,Keto,1094,53.5,102.4,6.9,22.5,33.3,81,47,496,Baked,28,88,2.5,0,https://example.com/images/meal_1199.jpg,high,medium,high,low,high,high,low,low
1200,Guess Sandwich,Mexican,Dinner,Vegan,919,8.3,135.5,48.2,22.0,3.1,1744,171,150,Roasted,43,64,2.1,0,https://example.com/images/meal_1200.jpg,high,low,high,high,high,low,high,medium
1201,Fund Pasta,Mexican,Dinner,Vegetarian,876,38.4,109.8,4.0,12.4,21.0,1264,205,105,Raw,50,14,2.3,0,https://example.com/images/meal_1201.jpg,high,medium,high,low,medium,medium,medium,high
1202,Stock Rice,Thai,Lunch,Balanced,971,70.3,64.9,35.9,17.9,44.2,509,237,231,Boiled,18,78,1.6,0,https://example.com/images/meal_1202.jpg,high,high,medium,medium,medium,high,low,high
1203,Experience Soup,Indian,Dinner,Vegan,702,58.2,79.4,0.7,26.9,42.5,2066,132,282,Baked,30,52,1.7,0,https://example.com/images/meal_1203.jpg,medium,high,medium,low,high,high,high,medium
1204,Owner Curry,American,Snack,Paleo,789,10.0,141.9,25.4,6.4,19.6,1247,119,452,Grilled,20,74,1.1,0,https://example.com/images/meal_1204.jpg,medium,low,high,medium,low,medium,medium,medium
1205,Use Wrap,Mediterranean,Breakfast,Low-Carb,125,44.3,128.3,4.9,18.3,30.8,1258,133,258,Steamed,54,79,2.7,0,https://example.com/images/meal_1205.jpg,low,medium,high,low,medium,medium,medium,medium
1206,Cultural Wrap,Mediterranean,Breakfast,Paleo,276,65.0,38.8,38.1,17.4,32.0,816,91,224,Roasted,39,50,1.1,0,https://example.com/images/meal_1206.jpg,low,high,low,medium,medium,medium,low,low
1207,Effect Sandwich,Japanese,Breakfast,Low-Carb,642,14.9,141.2,15.7,22.9,15.5,1456,47,206,Boiled,57,111,2.5,1,https://example.com/images/meal_1207.jpg,medium,low,high,low,high,low,medium,low
1208,Current Stew,Mexican,Lunch,Vegetarian,1154,59.5,25.1,24.3,13.6,32.4,954,219,318,Fried,52,65,2.1,0,https://example.com/images/meal_1208.jpg,high,high,low,medium,medium,medium,medium,high
1209,Record Salad,Mexican,Breakfast,Paleo,647,28.1,113.5,48.6,7.8,30.9,1380,229,414,Fried,32,93,1.8,0,https://example.com/images/meal_1209.jpg,medium,low,high,high,low,medium,medium,high
1210,Style Rice,Italian,Dinner,Balanced,266,77.2,4.2,6.4,10.3,45.5,1329,159,455,Roasted,31,96,2.6,0,https://example.com/images/meal_1210.jpg,low,high,low,low,medium,high,medium,medium
1211,Return Wrap,Thai,Lunch,Vegan,1103,73.4,90.4,3.3,17.6,43.1,434,203,332,Baked,56,72,2.2,0,https://example.com/images/meal_1211.jpg,high,high,medium,low,medium,high,low,medium
1212,Time Soup,Italian,Snack,Vegan,561,28.9,7.5,57.8,11.3,0.4,2125,90,154,Baked,56,35,3.3,0,https://example.com/images/meal_1212.jpg,medium,low,low,high,medium,low,high,low
1213,Trouble Stew,American,Breakfast,Keto,1013,40.4,23.6,58.6,21.6,16.8,135,96,254,Raw,16,20,1.3,0,https://example.com/images/meal_1213.jpg,high,medium,low,high,high,medium,low,low
1214,Whether Soup,Mediterranean,Lunch,Paleo,755,78.8,20.6,15.2,14.6,33.4,1661,105,181,Fried,56,70,4.2,0,https://example.com/images/meal_1214.jpg,medium,high,low,low,medium,high,medium,medium
1215,Opportunity Wrap,Mediterranean,Lunch,Paleo,342,24.7,148.9,0.5,26.2,5.6,215,190,429,Baked,37,120,2.4,1,https://example.com/images/meal_1215.jpg,low,low,high,low,high,low,low,medium
